time,y,y_a,motion,ultra,ultra_high,ultra_low,ultra_median
1554989991.3892,10.610675,-0.329102,1,5.000000,0.299718,31.265293,3.000000
1554989991.3892,60.675216,-0.950195,1,517.000000,51.229972,79.838764,3.000000
1554989991.3892,4.253418,-0.148438,1,4.000000,-46.177003,72.254888,4.000000
1554989991.3892,-43.301201,0.741211,1,3.000000,-4.717700,65.329399,3.000000
1554989991.3892,10.855115,-0.191406,1,2.000000,-0.571770,58.996459,2.000000
1554989991.3892,11.832626,-0.188477,1,2.000000,-0.057177,53.296813,2.000000
1554989991.3892,9.084752,-0.319336,1,5.000000,0.294282,48.467132,2.000000
1554989991.3892,59.013227,-0.796875,0,517.000000,51.229428,95.320419,3.000000
1554989991.3892,2.134275,-0.074219,0,4.000000,-46.177057,86.188377,4.000000
1554989991.3892,-49.594020,1.026367,0,4.000000,-4.617706,77.969539,4.000000
1554989991.3892,11.512270,-0.200195,0,2.000000,-0.661771,70.372585,4.000000
1554989991.3892,11.569473,-0.199219,0,2.000000,-0.066177,63.535327,3.000000
1554989991.3892,9.152934,-0.276367,0,4.000000,0.193382,57.581794,4.000000
1554989991.3892,53.745259,-0.960938,1,517.000000,51.319338,103.523615,4.000000
1554989991.3892,5.074628,-0.174805,1,4.000000,-46.168066,93.571253,4.000000
1554989991.3892,-42.157457,1.266602,1,4.000000,-4.616807,84.614128,4.000000
1554989991.3892,12.596502,-0.223633,1,2.000000,-0.661681,76.352715,4.000000
1554989991.3892,11.752397,-0.214844,1,2.000000,-0.066168,68.917444,4.000000
1554989991.3892,9.748847,-0.242188,1,3.000000,0.093383,62.325699,4.000000
1554989991.3892,54.615549,-1.498047,1,517.000000,51.409338,107.793129,4.000000
1554989991.3892,10.589454,-0.307617,1,6.000000,-45.959066,97.613816,4.000000
1554989991.3892,-48.580014,1.973633,1,6.000000,-4.595907,88.452435,4.000000
1554989991.3892,12.335760,-0.219727,1,2.000000,-0.859591,79.807191,4.000000
1554989991.3892,13.333311,-0.218750,1,2.000000,-0.085959,72.026472,4.000000
1554989991.3892,12.231140,-0.241211,1,3.000000,0.091404,65.123825,4.000000
1554989991.3892,31.343400,-1.285156,1,517.000000,51.409140,110.311442,4.000000
1554989991.3892,11.714754,-0.254883,0,9.000000,-45.659086,100.180298,4.000000
1554989991.3892,-46.892041,1.983398,0,7.000000,-4.765909,90.862268,4.000000
1554989991.3892,6.507746,-0.132812,0,3.000000,-0.876591,82.076042,4.000000
1554989991.3892,12.077321,-0.211914,0,2.000000,-0.187659,74.068437,4.000000
1554989991.3892,11.334157,-0.201172,0,3.000000,0.081234,66.961594,3.000000
1554989991.3892,5.109975,-0.178711,0,173.000000,17.008123,77.565434,4.000000
1554989991.3892,39.522432,-0.705078,1,517.000000,36.100812,121.508891,4.000000
1554989991.3892,-32.012289,1.240234,1,5.000000,-47.589919,109.858002,4.000000
1554989991.3892,-7.228472,0.234375,1,2.000000,-5.058992,99.072202,4.000000
1554989991.3892,12.474923,-0.223633,1,2.000000,-0.505899,89.364981,3.000000
1554989991.3892,11.629503,-0.192383,1,3.000000,0.049410,80.728483,3.000000
1554989991.3892,12.018554,-0.425781,1,158.000000,15.504941,88.455635,3.000000
1554989991.3892,43.562352,-0.707031,1,517.000000,37.450494,131.310071,5.000000
1554989991.3892,-8.700647,0.303711,1,5.000000,-47.454951,118.679064,5.000000
1554989991.3892,-6.605348,0.251953,1,2.000000,-5.045495,107.011158,5.000000
1554989991.3892,12.408593,-0.210938,1,2.000000,-0.504550,96.510042,3.000000
1554989991.3892,12.145416,-0.212891,1,2.000000,-0.050455,87.059038,3.000000
1554989991.3892,10.411135,-0.347656,1,6.000000,0.394955,78.953134,3.000000
1554989991.3892,61.865239,-1.003906,0,517.000000,51.139495,122.757821,5.000000
1554989991.3892,-0.479502,0.016602,0,4.000000,-46.186050,110.882039,5.000000
1554989991.3892,32.483228,-0.776367,0,2.000000,-4.818605,99.993835,4.000000
1554989991.3892,12.339349,-0.216797,0,2.000000,-0.481861,90.194451,3.000000
1554989991.3892,10.943118,-0.197266,0,2.000000,-0.048186,81.375006,3.000000
1554989991.3892,12.092177,-0.332031,0,3.000000,0.095181,73.537506,3.000000
1554989991.3892,57.326756,-1.284180,1,517.000000,51.409518,117.883755,3.000000
1554989991.3892,10.217755,-0.273438,1,6.000000,-45.959048,106.695379,4.000000
1554989991.3892,-48.920960,1.983398,1,5.000000,-4.695905,96.525842,4.000000
1554989991.3892,12.634242,-0.228516,1,2.000000,-0.769590,87.073257,3.000000
1554989991.3892,13.025865,-0.231445,1,2.000000,-0.076959,78.565932,3.000000
1554989991.3892,10.779666,-0.253906,1,3.000000,0.092304,71.009338,3.000000
1554989991.3892,63.656483,-2.000000,1,517.000000,51.409230,115.608405,3.000000
1554989991.3892,6.295601,-0.167969,1,7.000000,-45.859077,104.747564,4.000000
1554989991.3892,-38.401582,1.485352,1,4.000000,-4.885908,94.672808,4.000000
1554989991.3892,12.463463,-0.209961,1,2.000000,-0.688591,85.405527,3.000000
1554989991.3892,13.259465,-0.232422,1,2.000000,-0.068859,77.064974,3.000000
1554989991.3892,13.229123,-0.241211,1,2.000000,-0.006886,69.558477,3.000000
1554989991.3892,3.049917,-0.096680,0,14.000000,1.199311,64.002629,3.000000
1554989991.3892,21.294233,-0.380859,0,8.000000,-0.480069,58.402366,4.000000
1554989991.3892,-17.615055,0.567383,0,6.000000,-0.248007,53.162130,4.000000
1554989991.3892,1.272670,-0.321289,0,2.000000,-0.424801,48.045917,3.000000
1554989991.3892,14.759049,-0.256836,0,2.000000,-0.042480,43.441325,3.000000
1554989991.3892,14.483041,-0.253906,0,2.000000,-0.004248,39.297192,3.000000
1554989991.3892,16.926427,-0.611328,0,177.000000,17.499575,53.067473,3.000000
1554989991.3892,47.405483,-0.985352,0,517.000000,35.749958,99.460726,4.000000
1554989991.3892,-18.183168,0.655273,1,5.000000,-47.625004,90.014653,5.000000
1554989991.3892,-4.941546,-0.064453,1,2.000000,-5.062500,81.213188,4.000000
1554989991.3892,13.470806,-0.233398,1,2.000000,-0.506250,73.291869,3.000000
1554989991.3892,13.064350,-0.230469,1,2.000000,-0.050625,66.162682,2.000000
1554989991.3892,16.120624,-0.574219,1,105.000000,10.294937,70.046414,3.000000
1554989991.3892,48.294769,-0.804688,1,517.000000,42.229494,114.741773,4.000000
1554989991.3892,-11.531716,1.146484,1,5.000000,-46.977051,103.767595,5.000000
1554989991.3892,-2.300543,-0.010742,1,2.000000,-4.997705,93.590836,4.000000
1554989991.3892,13.038899,-0.226562,1,2.000000,-0.499771,84.431752,2.000000
1554989991.3892,12.796215,-0.224609,1,2.000000,-0.049977,76.188577,2.000000
1554989991.3892,16.792006,-0.601562,1,115.000000,11.295002,80.069719,2.000000
1554989991.3892,37.661426,-0.652344,1,517.000000,41.329500,123.762747,5.000000
1554989991.3892,-15.210667,0.773438,1,5.000000,-47.067050,111.886473,5.000000
1554989991.3892,5.363630,0.101562,0,3.000000,-4.906705,100.997825,5.000000
1554989991.3892,13.328285,-0.229492,0,2.000000,-0.590670,91.098043,3.000000
1554989991.3892,12.905791,-0.226562,0,2.000000,-0.059067,82.188239,2.000000
1554989991.3892,12.328021,-0.434570,0,6.000000,0.394093,74.569415,3.000000
1554989991.3892,61.555602,-0.958984,0,517.000000,51.139409,118.812473,5.000000
1554989991.3892,-2.551993,0.550781,0,4.000000,-46.186059,107.331226,5.000000
1554989991.3892,-8.842090,0.013672,1,2.000000,-4.818606,96.798103,4.000000
1554989991.3892,13.546093,-0.236328,1,3.000000,-0.381861,87.418293,3.000000
1554989991.3892,12.160547,-0.212891,1,3.000000,-0.038186,78.976464,3.000000
1554989991.3892,11.217367,-0.409180,1,70.000000,6.696181,78.078817,3.000000
1554989991.3892,27.238208,-0.645508,1,517.000000,45.369618,121.970936,4.000000
1554989991.3892,-17.518120,1.344727,1,6.000000,-46.563038,110.373842,5.000000
1554989991.3892,-4.279586,-0.039062,1,3.000000,-4.956304,99.636458,4.000000
1554989991.3892,14.250176,-0.248047,1,2.000000,-0.595630,89.872812,3.000000
1554989991.3892,12.842438,-0.230469,1,3.000000,0.040437,81.185531,3.000000
1554989991.3892,18.702928,-0.672852,1,91.000000,8.804044,82.166978,3.000000
1554989991.3892,36.313933,-0.663086,1,206.000000,12.380404,94.550280,4.000000
1554989991.3892,-22.826094,1.281250,1,6.000000,-18.761960,85.695252,5.000000
1554989991.3892,3.742472,0.288086,0,3.000000,-2.176196,77.425727,4.000000
1554989991.3892,14.864850,-0.258789,0,2.000000,-0.317620,69.883154,3.000000
1554989991.3892,13.893239,-0.244141,0,2.000000,-0.031762,63.094839,3.000000
1554989991.3892,13.915622,-0.497070,0,10.000000,0.796824,57.785355,3.000000
1554989991.3892,32.457674,-0.544922,0,518.000000,50.879682,103.806819,4.000000
1554989991.3892,-17.680914,0.832031,0,4.000000,-46.312032,93.826137,4.000000
1554989991.3892,-4.351393,0.166992,0,2.000000,-4.831203,84.643524,4.000000
1554989991.3892,13.097580,-0.227539,0,2.000000,-0.483120,76.379171,3.000000
1554989991.3892,12.009787,-0.210938,0,3.000000,0.051688,69.041254,3.000000
1554989991.3892,16.501388,-0.600586,0,213.000000,21.005169,83.437129,3.000000
1554989991.3892,41.770604,-0.741211,1,517.000000,32.500517,126.793416,4.000000
1554989991.3892,-8.308074,1.084961,1,5.000000,-47.949948,114.614074,5.000000
1554989991.3892,0.823770,0.243164,1,3.000000,-4.994995,103.452667,4.000000
1554989991.3892,13.906357,-0.243164,1,2.000000,-0.599499,93.307400,3.000000
1554989991.3892,14.147244,-0.250977,1,2.000000,-0.059950,84.176660,3.000000
1554989991.3892,17.764847,-0.646484,1,8.000000,0.594005,76.558994,3.000000
1554989991.3892,49.070423,-0.977539,1,517.000000,50.959401,120.603095,4.000000
1554989991.3892,-8.331957,0.753906,1,4.000000,-46.204060,108.942785,4.000000
1554989991.3892,-4.081266,-0.070312,1,2.000000,-4.820406,98.248507,4.000000
1554989991.3892,15.235431,-0.267578,1,2.000000,-0.482041,88.623656,3.000000
1554989991.3892,13.589906,-0.241211,1,2.000000,-0.048204,79.961290,3.000000
1554989991.3892,13.877169,-0.492188,1,9.000000,0.695180,72.865161,3.000000
1554989991.3892,57.539763,-1.265625,0,517.000000,50.869518,117.278645,4.000000
1554989991.3892,5.917499,0.036133,0,4.000000,-46.213048,105.950781,4.000000
1554989991.3892,13.018985,-0.082031,0,2.000000,-4.821305,95.555703,4.000000
1554989991.3892,14.650264,-0.251953,0,2.000000,-0.482130,86.200132,3.000000
1554989991.3892,14.368452,-0.249023,0,2.000000,-0.048213,77.780119,3.000000
1554989991.3892,10.427856,-0.315430,0,5.000000,0.295179,70.502107,3.000000
1554989991.3892,80.325016,-1.777344,1,517.000000,51.229518,115.151897,4.000000
1554989991.3892,21.121647,-0.670898,1,3.000000,-46.277048,103.936707,4.000000
1554989991.3892,27.997164,-0.002930,1,3.000000,-4.627705,93.843036,3.000000
1554989991.3892,13.534252,-0.238281,1,3.000000,-0.462770,84.758733,3.000000
1554989991.3892,14.888745,-0.258789,1,2.000000,-0.146277,76.482859,3.000000
1554989991.3892,15.822309,-0.278320,1,2.000000,-0.014628,69.034573,3.000000
1554989991.3892,12.139588,-0.236328,1,3.000000,0.098537,62.431116,3.000000
1554989991.3892,21.485884,-0.291992,1,6.000000,0.309854,56.788004,3.000000
1554989991.3892,-14.589021,0.258789,1,6.000000,0.030985,51.709204,3.000000
1554989991.3892,-13.445042,0.222656,1,12.000000,0.603099,47.738284,3.000000
1554989991.3892,-6.143544,0.106445,1,13.000000,0.160310,44.264455,3.000000
1554989991.3892,-12.006027,0.208984,1,517.000000,50.416031,91.538010,3.000000
1554989991.3892,-8.775614,0.159180,0,12.000000,-45.458397,83.584209,4.000000
1554989991.3892,-7.657619,0.144531,0,13.000000,-4.445840,76.525788,5.000000
1554989991.3892,-8.156517,0.126953,0,12.000000,-0.544584,70.073209,5.000000
1554989991.3892,-4.230334,0.072266,0,10.000000,-0.254458,64.065888,5.000000
1554989991.3892,-4.543931,0.078125,0,9.000000,-0.125446,58.559299,6.000000
1554989991.3892,-2.629493,0.045898,0,8.000000,-0.112545,53.503369,6.000000
1554989991.3892,-1.828378,0.032227,0,8.000000,-0.011254,48.953032,8.000000
1554989991.3892,-2.114814,0.005859,0,8.000000,-0.001125,44.857729,8.000000
1554989991.3892,-0.726822,0.010742,0,8.000000,-0.000113,41.171956,8.000000
1554989991.3892,-1.004786,0.017578,0,8.000000,-0.000011,37.854761,8.000000
1554989991.3892,0.382999,-0.006836,1,7.000000,-0.100001,34.769285,8.000000
1554989991.3892,-0.441662,0.007812,1,7.000000,-0.010000,31.992356,8.000000
1554989991.3892,0.222507,-0.003906,1,7.000000,-0.001000,29.493121,8.000000
1554989991.3892,0.331929,-0.005859,1,7.000000,-0.000100,27.243808,8.000000
1554989991.3892,1.204317,-0.021484,1,7.000000,-0.000010,25.219428,8.000000
